Username,Comment
@Hortmann1,"resumo do video pt-BR

vc nao precisa saber tudo, é como cozinhar, precisa saber os fundamentos e não decorar cada receita

prática é a forma como um dev aprende, só praticando

é impossível fazer código perfeito (nome de variaveis, condicionais perfeitas etc)
{ melhor feito que perfeito }

vc nunca vai estar ""pronto"" (nao precisa se sentir confiante , o importante é começar)

resolução de problemas é a coisa mais importante 

ninguem se importa com o ""código"" em si, e sim com o que ele faz"
@Hortmann1,"pt-BR

vc nao precisa saber tudo, é como cozinhar, precisa saber os fundamentos e não decorar cada receita

prática é a forma como um dev aprende, só praticando

é impossível fazer código perfeito (nome de variaveis, condicionais perfeitas etc)
{ melhor feito que perfeito }

vc nunca vai estar ""pronto"" (nao precisa se sentir confiante , o importante é começar)

resolução de problemas é a coisa mais importante 

ninguem se importa com o ""código"" em si, e sim com o que ele faz"
@MariusSchwendtmayer,If I had any advice to give to new devs is specialize in something. Don't worry if it takes 20 years. If in 20 years you're writting AOT compilers‚ target tracking software for military planes‚ next gen pinbale frameworks‚ real time concurrent system solutions‚ TV software or whatever it's a win. Web is the main door to programming. Breaking free from web is the door to heaven.
@loldx,nice advice sir
@miyamoto-win,I've used AI to summarize this video so it saved me 8 minutes and 27 seconds.
@luthermaloney9509,Tell some of this to the leet-code gatekeepers that think leetcode is the bees knees
@k0185123,Nobody cares about your code. They just want it to work!
@prevrudra,"You'll never be ready,start anyway"
@antonio.carreira,"Thank you so much for this video!!
I'm sure I knew all of this already, but I really needed to hear it. As a 20+ years self taught developer, it really touched all my pain points.
Burnout is real, and it can do a lot of damage. It can affect the project you're working on and all your future projects.
Done is better than perfect should be tattooed on my wrists, so I had to look at it all day long. :)

As a side note, AI made it a lot easier to learn and search for stuff. I'm using Copilot inside VSCode, and I don't even have to leave the editor to search for something. My productivity and knowledge level both sky rocketed, and the amount of distractions decreased by a lot. AI is getting a bad reputation because of vibe coding, but if you know what you're doing and you know what to ask, it can be a really powerful tool."
@EthanELiTeZ,"Hi I have a question but first I wanna share something. 

I am heading into my final year of computer science this september, I literally cannot code on my own, I understand what something does but struggle to do it myself. This summer I could have definitely put some self learning in but I needed a break from education, but I still have like another month and few weeks so maybe sometime soon. The last 2 summers I was doing games development I made some games in unity but struggled to even do it on my own but very slowly I managed to do a few things on my own (I also do games dev module on my course).

This is a question for anyone really, any type of coding job... When you first started your coding job did you deeply struggle so much you had little to no idea what to do? But also felt like when working there for longer period of time you learned more on the job than you did at your college/university? 

I am just really nervous for when that time comes to be honest."
@WakeBikila,thanks bro
@No_infinity,"I am also new learner ...And 100% Agree with each and every line ...I have overall 5 year of experience and I will say ,what you described is not only applicable for programming but for all type of learning"
@My.Daisy.,"All of these content in this video hit me :D Thanks a lot. As a fresh graduated student I see this video as a motivative reminder for me whenver I feel down. I have wasted 2 last years at university to learn the wrong way (by just watching tutorial and was not be ready to learn new thing, apply the internship). It's never too late to start. Fighting!!!"
@musbikmillie,"Thanks so much for this. As a web dev (beginner), I will try as much as possible to follow this great advice.☺"
@elay2272,thank you
@nirdoshyadav7074,Very well spoken.
@VFXhichic,I feel so lucky to watch your video. It helps me a lot to reduce my confusion and self-doubt on the programming path. Thank you so much.
@studylife01,Thank you man...
@joaquinj2017,"This video is excellent, totally right."
@Daywalker-r7t,Thanks for your honesty!
@jeffboski1172,am 20+ years in coding. I have  2 advices. Life is too short for coding and customers are cheap and dumb.
